WikidataID,itemLabel,sitelinks
Q762084,Ségou Empire,18
Q142,French Republic,377
Q142,Republic of France,377
Q142,République française,377
Q142,the Hexagon,377
Q1033,NG,302
Q1033,NGR,302
Q1033,NGA,302
Q1033,Federal Republic of Nigeria,302
Q1033,FRN,302
Q1033,Naija,302
Q1033,🇳🇬,302
Q1036,UGA,277
Q1036,🇺🇬,277
Q1036,Republic of Uganda,277
Q1036,ug,277
Q96,Aztec nation,379
Q96,Mexican federal,379
Q96,US of M,379
Q114,KE,298
Q114,KEN,298
Q117,gh,289
Q117,GHA,289
Q117,Republic of Ghana,289
Q142,La France,377
Q142,FRA,377
Q142,fr,377
Q142,FR,377
Q104869251,Baydha' Sultanate,2
Q105082407,AFR,2
Q105082407,Africa,2
Q105082407,AV,2
Q105082407,Africa (country),2
Q105624128,Communist Ethiopia,0
Q105624128,History of Ethiopia (1974-1991),0
Q105624128,Ethiopia during the Derg era,0
Q106369135,Ancient Manipur,6
Q106369135,Antique Kangleipak,6
Q106369135,Antique Manipur,6
Q106369135,Archaic Kangleipak,6
Q106369135,Archaic Manipur,6
Q106369135,Early Kangleipak,6
Q106369135,Early Manipur,6
Q106369135,Kangleipak,6
Q106369135,Old Kangleipak,6
Q106369135,Old Manipur,6
Q106568094,Harari kingdoms,0
Q106597444,Ancient Mesopotamian kingdoms,0
Q106597444,Mesopotamian civilizations,0
Q106597444,Monarchy of Mesopotamia,0
Q107258515,Imperial Iran,13
Q107258515,Imperial state of Iran,13
Q107388196,Ancient Moilang,2
Q107388196,Antique Moilang,2
Q107388196,Antique Moirang,2
Q107388196,Archaic Moilang,2
Q107388196,Archaic Moirang,2
Q107388196,Kege Moirang,2
Q107388196,Keke Moilang,2
Q107422155,Anglo-Saxon England,0
Q107422155,The Dark Ages,0
Q111016259,Shekhsar State,0
Q2670092,Ceylon,21
Q2670751,March of Moravia,26
Q2732400,Union of the Crowns 1603,22
Q1044,Republic of Sierra Leone,262
Q1044,sl,262
Q1044,🇸🇱,262
Q1044,SLE,262
Q1045,so,291
Q1045,SOM,291
Q1045,🇸🇴,291
Q1045,Federal Republic of Somalia,291
Q2342282,Imamate of Oman,14
Q2342822,Pakistan,31
Q2353476,Strandzha Republic,9
Q2376315,British rule in Burma,25
Q2376315,Colony of Burma,25
Q2396442,Galicia,32
Q2396442,Galicia and Lodomeria,32
Q145,Britain,347
Q145,UK,347
Q145,G. B.,347
Q145,GBR,347
Q145,Great Britain,347
Q145,🇬🇧,347
Q145,GB,347
Q145,United Kingdom of Great Britain and Northern Ireland,347
Q145,G B,347
Q145,G B R,347
Q145,G.B.,347
Q145,G.B.R.,347
Q145,Great Britain and Northern Ireland,347
Q145,U K,347
Q145,U. K.,347
Q145,U.K.,347
Q83572,Sarkar-i Khalsa,49
Q83572,Sikh Khalsa Raj,49
Q83618,Maratha Confederacy,64
Q83618,Maratha,64
Q832554,Confederacion Argentina,27
Q832554,Confederación Argentina,27
Q209857,Königreich Lombardo–Venetien,48
Q209857,Lombardo-Venetian Kingdom,48
Q209857,Lombardo-Veneto,48
Q209857,Regno Lombardo-Veneto,48
